"gene"	"mean"	"std"	"largest_z"
"rtcB"	8.965670482256598	0.5731944632075704	4.086273800755839
"yhhY"	8.498408598726115	0.6489360414410675	3.5330005653293544
"ftsX"	9.73365542311192	0.631874168949486	4.435464465609406
"rsmD"	9.910845464058236	0.5033968971498429	4.354326672159244
"rbbA"	8.927868798908097	0.5851069307313947	3.680064425831228
"bcsE"	9.548344617834395	0.646925277550203	3.957991296198334
"yiaD"	9.099137543221111	0.6985576697987994	3.457649450641337
"yibH"	8.722762020018198	0.6850505793077853	3.9110075385806664
"slmA"	10.180643748862602	0.5719485335325712	4.2335212159426
"rph"	9.996033080072793	0.6767187062515944	3.2463516962547843
"yicC"	10.264000882620564	0.5044178575342104	4.28519896814709
"yicH"	9.16198016833485	0.5064042341265794	4.020740140881617
"yicL"	8.971182092811649	0.5680111120193176	4.1385069014431615
"yidQ"	10.110221574158325	0.6147270432628064	4.4510024475831855
"gyrB"	10.456015996360328	0.6854264252970087	4.19259586485171
"dnaN"	10.45574009099181	0.6423357569139233	4.331628558833354
"yifK"	9.565422042766151	0.5672431893442027	4.215514769830334
"rdoA"	10.173856064604186	0.6124431984110923	4.164539572017262
"rraA"	11.025464222020018	0.5496086174469824	4.370717899545568
"trmA"	9.959829149226568	0.6781658083576879	4.345796875119061
"yjcO"	8.922791656050956	0.5283600814972044	4.031893647253567
"epmA"	8.862867511373976	0.5807694133640482	4.175379131245649
"yjeM"	8.869152893539582	0.5407460098822249	4.25217581718489
"yjeT"	8.760007124658781	0.520543123751004	4.36715571028967
"ytfP"	9.879403107370337	0.5903960378772567	4.101591054162493
"ytjB"	9.418589026387625	0.6066455947853594	4.291301294800818
"yjtD"	9.637791924476797	0.5931233378729536	3.577684336504282
