"genes_rank_std"	"std_rank_std"	"ll_rank_std"	"genes_rank_ll"	"std_rank_ll"	"ll_rank_ll"
"yjfC"	0.7444733896373731	-3118.826895983876	"lsrA"	0.9257555734826104	-3118.8268959838697
"minE"	0.7447867473555456	-3118.826895983863	"atpG"	1.1649542099763444	-3118.8268959838697
"hdfR"	0.7449485121153251	-3118.8268959838715	"yejG"	1.1174004358473515	-3118.8268959838697
"malQ"	0.7451203860406862	-3118.826895983876	"ccmF"	0.5593729132293468	-3118.8268959838697
"mdtH"	0.745271581713502	-3118.8268959838783	"napD"	1.003620764069026	-3118.8268959838697
"yeaP"	0.7453089679577205	-3118.8268959838674	"ybaN"	0.6085398310703778	-3118.8268959838697
"hpf"	0.7453387438375635	-3118.8268959838683	"dnaX"	0.6828265388543976	-3118.8268959838697
"folD"	0.7453576228539096	-3118.826895983873	"yddW"	0.6005436038555436	-3118.8268959838697
"yciV"	0.746192302618448	-3118.8268959838656	"lldP"	1.133370751160878	-3118.8268959838697
"focB"	0.7471466468238178	-3118.826895983867	"arsB"	1.271896547166765	-3118.8268959838697
"tyrA"	0.748253396510228	-3118.826895983868	"zntA"	0.9433854394549351	-3118.8268959838697
"marB"	0.7482730762879838	-3118.8268959838724	"ybgF"	0.783443317227421	-3118.8268959838697
"ycjU"	0.7484695516785459	-3118.826895983872	"nudE"	0.756136641801699	-3118.8268959838697
"b1903"	0.7485134537596383	-3118.8268959838715	"curA"	0.7956363904044603	-3118.8268959838697
"ppk"	0.7485712558341203	-3118.826895983869	"kefB"	0.7962140631475212	-3118.8268959838697
"murC"	0.748656803984366	-3118.826895983868	"yfdY"	0.8356930877208643	-3118.8268959838697
"xanP"	0.7488314694480775	-3118.82689598387	"ypdA"	0.5762984258321461	-3118.8268959838697
"pykA"	0.7489621104918912	-3118.8268959838642	"yrbG"	0.6864613236277058	-3118.8268959838697
"lptD"	0.7490838959935919	-3118.826895983857	"ttdB"	0.7100304729313798	-3118.8268959838697
"rsfS"	0.7494162773405165	-3118.826895983875	"eutH"	0.5910936342994655	-3118.8268959838697
"hyfA"	0.7495373247504877	-3118.8268959838724	"hybO"	0.8563193193704236	-3118.8268959838697
"yfbV"	0.749540191309929	-3118.826895983865	"yfgO"	0.5552087827926598	-3118.8268959838697
"sixA"	0.7496522194631561	-3118.826895983869	"yfgD"	0.3503037127676569	-3118.8268959838697
"nupX"	0.7497049764896911	-3118.826895983873	"yehM"	0.6759794758248137	-3118.8268959838697
"yejL"	0.750000742276729	-3118.826895983876	"wzyE"	0.4680486606259032	-3118.8268959838697
"rpoB"	0.7500342461413477	-3118.8268959838624	"yegU"	0.6094991152156461	-3118.8268959838697
"kbaY"	0.7502800313904331	-3118.8268959838733	"yedF"	1.0486506679506544	-3118.8268959838697
"degS"	0.7503685935460583	-3118.8268959838706	"ydiO"	0.5571359467165286	-3118.8268959838697
"kefC"	0.7503736867855557	-3118.826895983874	"ydiZ"	1.15415686756574	-3118.8268959838697
"ygjH"	0.7504899087437368	-3118.8268959838733	"spy"	0.9407536948787233	-3118.8268959838697
"ydbK"	0.7506546390063459	-3118.826895983872	"erpA"	0.6470367398606013	-3118.8268959838697
"b2653"	0.7507868174454367	-3118.826895983861	"secA"	0.6837840767919179	-3118.8268959838697
"yoaB"	0.7510490484326198	-3118.826895983866	"secM"	0.7618871204915808	-3118.8268959838697
"insN-2"	0.7511214283012255	-3118.8268959838642	"yeaR"	0.9354217143680421	-3118.8268959838697
"ybeM_2"	0.7513261199625473	-3118.8268959838692	"leuE"	1.4242220992085417	-3118.8268959838697
"grxC"	0.7515229510695459	-3118.8268959838724	"yecE"	0.4413175136208877	-3118.8268959838697
"ygdH"	0.7520051458089072	-3118.826895983871	"tap"	1.3296851835246855	-3118.8268959838697
"insG"	0.7520753047034338	-3118.8268959838583	"motB"	1.3630441457760816	-3118.8268959838697
"ftnB"	0.7521576726857687	-3118.8268959838656	"fliN"	1.3055441862349557	-3118.8268959838697
"ybaQ"	0.7522339054699367	-3118.8268959838606	"mobB"	0.7088074954320439	-3118.8268959838697
"dxs"	0.7522871130568903	-3118.8268959838715	"fliP"	0.8997890866605974	-3118.8268959838697
"xerC"	0.7525847352507641	-3118.826895983878	"yodD"	1.5561501343192083	-3118.8268959838697
"holC"	0.7526978554607621	-3118.8268959838724	"dcm"	0.5357857798667987	-3118.8268959838697
"glnB"	0.752718410399584	-3118.8268959838724	"malG"	0.8652517223949618	-3118.8268959838697
"yfaL"	0.7532593112386148	-3118.826895983873	"lysC"	1.2001265382474358	-3118.8268959838697
"hisA"	0.7535135395392164	-3118.8268959838674	"metH"	0.5848139092107588	-3118.8268959838697
"yjbF"	0.753532864930501	-3118.8268959838747	"flu"	0.9695918301875734	-3118.8268959838697
"yqaB"	0.7538630869417382	-3118.8268959838683	"yeeR"	1.0155973535065406	-3118.8268959838697
"yegT"	0.7539090110225602	-3118.8268959838692	"metF"	0.978186290595184	-3118.8268959838697
"efp"	0.7541103108178634	-3118.8268959838606	"wcaE"	0.8321049020652306	-3118.8268959838697
"yaiW"	0.7541598084714078	-3118.8268959838697	"fdoI"	0.924228163695672	-3118.8268959838697
"ccmA"	0.7541977493793711	-3118.8268959838683	"ansB"	1.1721892283704127	-3118.8268959838697
"yfdE"	0.7542734441604114	-3118.826895983871	"ybiX"	0.6550068417427598	-3118.8268959838697
"lsrR"	0.7544200206168556	-3118.8268959838683	"seqA"	0.7670764958220679	-3118.8268959838697
"ygfF"	0.7547384091427483	-3118.8268959838747	"hybD"	0.7826595842836258	-3118.8268959838697
"yggL"	0.7549402411758528	-3118.8268959838656	"yfjU"	1.05148988567981	-3118.8268959838697
"add"	0.755201214075138	-3118.826895983876	"glpT"	2.224584926678496	-3118.8268959838697
"dgoK"	0.755269117344381	-3118.826895983866	"nemA"	0.7292097032637692	-3118.8268959838697
"yafE"	0.7553611318882271	-3118.8268959838733	"hyfI"	0.6954695260340247	-3118.8268959838697
"glnD"	0.7554409633168777	-3118.826895983869	"ybeR"	1.7498285569471517	-3118.8268959838697
"kduD"	0.7560483637111504	-3118.8268959838715	"ybfE"	0.733147115933051	-3118.8268959838697
"nudE"	0.756136641801699	-3118.8268959838697	"rnlA"	1.0449458695705596	-3118.8268959838697
"ybgQ"	0.75619462131115	-3118.826895983882	"loiP"	0.5797270001920245	-3118.8268959838697
"nikR"	0.756372441427704	-3118.8268959838656	"smpB"	0.9903020654655367	-3118.8268959838697
"cysW"	0.7568656763867357	-3118.82689598387	"bamE"	0.9272357328982578	-3118.8268959838697
"aer"	0.7570438999658214	-3118.8268959838706	"ybeX"	0.651823382467359	-3118.8268959838697
"fdnH"	0.7574191761023167	-3118.8268959838742	"ygcR"	0.800963606240503	-3118.8268959838697
"ogrK"	0.7575054066796941	-3118.826895983872	"preT"	0.9571704713704924	-3118.8268959838697
"yiaF"	0.7577084776283369	-3118.826895983869	"ybeY"	0.5311149252263273	-3118.8268959838697
"manA"	0.7577190266127517	-3118.826895983876	"trmD"	0.9451502469391151	-3118.8268959838697
"ydaG"	0.7577758085433157	-3118.8268959838733	"ygbN"	0.5260620755246848	-3118.8268959838697
"yliI"	0.7578764999209123	-3118.826895983866	"fadI"	0.6597513656169414	-3118.8268959838697
"birA"	0.7579076565673291	-3118.8268959838715	"ygcW"	0.98226611052226	-3118.8268959838697
"potG"	0.7580160828960503	-3118.826895983869	"serA"	1.319647797315038	-3118.8268959838697
"gspH"	0.7580960976554052	-3118.826895983872	"amyA"	0.8275599594779905	-3118.8268959838697
"gstB"	0.7583249065060252	-3118.826895983872	"pal"	1.01937838178649	-3118.8268959838697
"fhuA"	0.7584720714667172	-3118.826895983865	"fadL"	1.0366953714233618	-3118.8268959838697
"rhlE"	0.7587916861915106	-3118.8268959838756	"yfiC"	0.6320797803306657	-3118.8268959838697
"araG"	0.7589488826081443	-3118.8268959838615	"hisI"	1.1106379520071852	-3118.8268959838697
"yqgC"	0.7589940810112868	-3118.8268959838656	"yfhL"	0.7402375123847376	-3118.8268959838697
"crr"	0.7592919863360525	-3118.8268959838756	"lgt"	0.6128712442401317	-3118.8268959838697
"cybC"	0.7593414109352112	-3118.8268959838733	"rdgC"	0.5427601787892177	-3118.82689598387
"ppdD"	0.7594154703275116	-3118.8268959838724	"ybfG"	0.6474954436352972	-3118.82689598387
"yphE"	0.7597528846760979	-3118.8268959838683	"acs"	1.4020440869816344	-3118.82689598387
"pppA"	0.7599033875172203	-3118.826895983868	"pdxB"	0.8649893206279479	-3118.82689598387
"dhaM"	0.7601253769577687	-3118.826895983877	"ubiX"	0.577823980050414	-3118.82689598387
"yciU"	0.7602687479753846	-3118.826895983869	"argH"	0.8435726338795269	-3118.82689598387
"yghZ"	0.760279044616864	-3118.82689598387	"narV"	0.6241411282061624	-3118.82689598387
"ygeX"	0.7609463156214673	-3118.8268959838674	"aphA"	0.991737900499691	-3118.82689598387
"dsbA"	0.7609568886230188	-3118.826895983872	"narY"	0.5811678713373639	-3118.82689598387
"secM"	0.7618871204915808	-3118.8268959838697	"pta"	0.8849307502532536	-3118.82689598387
"yafD"	0.7621625822557059	-3118.8268959838665	"sfsB"	0.5304744530007595	-3118.82689598387
"moaD"	0.7623089112696885	-3118.826895983867	"ansP"	0.6353989299804667	-3118.82689598387
"lsrK"	0.7631390813488199	-3118.826895983867	"mngA"	0.814496430619486	-3118.82689598387
"pdxY"	0.7634028489531762	-3118.8268959838692	"eutR"	0.636422222898366	-3118.82689598387
"rseA"	0.763625713551199	-3118.8268959838815	"rsgA"	0.5615432920384972	-3118.82689598387
"yhjA"	0.7637053791388043	-3118.8268959838692	"yagF"	1.219841612697568	-3118.82689598387
"ompN"	0.76401026745323	-3118.826895983877	"paoB"	1.1649884024024673	-3118.82689598387
"yncD"	0.7643556080365709	-3118.8268959838774	"ivy"	0.9243931211878734	-3118.82689598387
"nlpC"	0.7645978591675461	-3118.8268959838747	"yafS"	1.0808533615016724	-3118.82689598387
"gmd"	0.7646577939173452	-3118.826895983877	"yagI"	1.1133930081401908	-3118.82689598387
"yfgJ"	0.7647457679543963	-3118.8268959838665	"aspS"	0.9951876375635039	-3118.82689598387
"yhgE"	0.7652521378591017	-3118.82689598387	"astA"	1.3968304703031102	-3118.82689598387
"yeaO"	0.7657850767241543	-3118.82689598387	"yadN"	1.489261714276518	-3118.82689598387
"mdtQ"	0.7659688779888238	-3118.8268959838783	"yadV"	1.0702641789246736	-3118.82689598387
"yfcG"	0.7663105721941726	-3118.8268959838724	"yadG"	0.5064681737492472	-3118.82689598387
"seqA"	0.7670764958220679	-3118.8268959838697	"phoP"	0.703931525151016	-3118.82689598387
"htrE"	0.7672003260904801	-3118.8268959838742	"pbpG"	0.9128133035460437	-3118.82689598387
"ydiM"	0.7673796998386152	-3118.8268959838624	"ykgH"	0.891349927502456	-3118.82689598387
"smrA"	0.7675559579060819	-3118.8268959838674	"nanC"	1.1003362186649275	-3118.82689598387
"ucpA"	0.7679710165038623	-3118.826895983868	"fecC"	0.8261957428456714	-3118.82689598387
"puuE"	0.7680273649308709	-3118.8268959838706	"idnT"	0.9631341670264842	-3118.82689598387
"iscX"	0.7684930343310955	-3118.8268959838647	"pyrI"	1.5108364433919301	-3118.82689598387
"frc"	0.7685163748269753	-3118.8268959838665	"yjfF"	0.7164726123868734	-3118.82689598387
"ygbK"	0.7685580952674875	-3118.8268959838742	"pntB"	0.8906693777479044	-3118.82689598387
"ycjP"	0.7688005052994632	-3118.8268959838656	"cspC"	1.1400198849731844	-3118.82689598387
"yhcH"	0.7693075474741209	-3118.8268959838624	"nagD"	0.6019341061556687	-3118.82689598387
"potA"	0.7693352498792175	-3118.8268959838647	"metL"	0.613388193710776	-3118.82689598387
"ssrA"	0.7694253160046114	-3118.8268959838865	"hycE"	0.8058182134540202	-3118.82689598387
"fhuB"	0.7697216908181127	-3118.826895983874	"argD"	0.7894451281736867	-3118.82689598387
"nagC"	0.7698215113968209	-3118.8268959838706	"mukF"	0.807481870341125	-3118.82689598387
"fadK"	0.7703696755816828	-3118.8268959838797	"surE"	0.8279303438231184	-3118.82689598387
"ybgC"	0.7704030599183999	-3118.8268959838706	"ybdR"	1.1179637991516873	-3118.82689598387
"yajO"	0.7706003603837939	-3118.826895983866	"cysD"	1.552877085523552	-3118.82689598387
"fepG"	0.7712242424258634	-3118.826895983875	"potF"	1.1165711502648668	-3118.82689598387
"yiaO"	0.7712606226352227	-3118.82689598387	"ybcQ"	0.8054877625426703	-3118.82689598387
"yaeI"	0.771265979247604	-3118.8268959838715	"garD"	0.7394784331597449	-3118.82689598387
"ykgJ"	0.7714399382361232	-3118.8268959838692	"garR"	0.827157525749147	-3118.82689598387
"menB"	0.771443842627836	-3118.8268959838692	"ycaK"	0.7720427872055415	-3118.82689598387
"ubiD"	0.7714650430673656	-3118.826895983875	"relA"	0.8820003366086127	-3118.82689598387
"yfeN"	0.7715050638776773	-3118.826895983873	"fepB"	0.9406682230592771	-3118.82689598387
"yecS"	0.7715368659222352	-3118.826895983873	"yghZ"	0.760279044616864	-3118.82689598387
"sfsA"	0.7715908848170261	-3118.826895983865	"clpA"	0.9510487066100611	-3118.82689598387
"mntR"	0.7716825226333295	-3118.826895983874	"cobC"	1.1779055588610068	-3118.82689598387
"tauC"	0.7717006276217835	-3118.826895983868	"ybiV"	0.7061888646377951	-3118.82689598387
"nlpI"	0.772031125877915	-3118.826895983873	"lnt"	0.4578791116500254	-3118.82689598387
"ycaK"	0.7720427872055415	-3118.82689598387	"moaA"	0.6136674649521469	-3118.82689598387
"wcaL"	0.7722948857924524	-3118.8268959838674	"ybdM"	0.9678254346027524	-3118.82689598387
"mioC"	0.7723554307322573	-3118.826895983873	"rpe"	0.5219174316720577	-3118.82689598387
"b0165"	0.7725063718544948	-3118.8268959838683	"frmA"	0.9201779783792451	-3118.82689598387
"ybdH"	0.7727232946367218	-3118.8268959838733	"idnR"	0.5006731910593426	-3118.82689598387
"ybhD"	0.7727450514026616	-3118.8268959838606	"xylA"	0.7880409982575393	-3118.82689598387
"ydiK"	0.7728353525303823	-3118.8268959838715	"mobA"	0.47216718819674774	-3118.82689598387
"yddM"	0.7729284551506783	-3118.826895983869	"mog"	0.6305507938514229	-3118.82689598387
"yedS_3"	0.7733494667004188	-3118.8268959838647	"pdxK"	0.5134123787835453	-3118.82689598387
"glgA"	0.7734091146639561	-3118.826895983864	"cysW"	0.7568656763867357	-3118.82689598387
"fmt"	0.7735838709429969	-3118.8268959838742	"trpB"	1.2291302289763908	-3118.82689598387
"mrdA"	0.7737095421408922	-3118.826895983867	"guaC"	0.7309957347994328	-3118.82689598387
"alkB"	0.7737523182484285	-3118.826895983871	"atpD"	1.0530049409001432	-3118.82689598387
"ydcW"	0.774319936331625	-3118.8268959838683	"purU"	0.8868266100296021	-3118.82689598387
"soxR"	0.7747711338032762	-3118.826895983871	"clcA"	0.3933900077384933	-3118.82689598387
"ycgL"	0.7749191695628707	-3118.8268959838792	"xanP"	0.7488314694480775	-3118.82689598387
"pflC"	0.7752938213996472	-3118.8268959838647	"tomB"	0.9884662941154885	-3118.82689598387
"ptsH"	0.7755207098588551	-3118.8268959838833	"potD"	0.8112590334176072	-3118.82689598387
"yjaG"	0.7757273756845035	-3118.826895983868	"metN"	0.892195038023156	-3118.82689598387
"emrB"	0.776033922604768	-3118.8268959838656	"waaQ"	0.8027763088550792	-3118.82689598387
"feaB"	0.7762488408213986	-3118.826895983871	"ycbZ"	0.5280218729672601	-3118.82689598387
"lpxA"	0.7766850845549896	-3118.826895983875	"waaY"	1.113928773052123	-3118.82689598387
"nhaR"	0.7770312435523009	-3118.826895983872	"ykgF"	0.8678418320553386	-3118.82689598387
"ycaP"	0.7773199508382528	-3118.826895983873	"srlA"	1.8170576745697304	-3118.82689598387
"insN-1"	0.7782895920576194	-3118.826895983869	"yiaO"	0.7712606226352227	-3118.82689598387
"minC"	0.7783303589456156	-3118.826895983872	"glpE"	0.4906827866532864	-3118.82689598387
"gyrA"	0.7789994583975042	-3118.8268959838724	"yigE"	0.726282935174769	-3118.82689598387
"kdgR"	0.7793084491524654	-3118.8268959838756	"rbfA"	0.9211630020248304	-3118.82689598387
"idnD"	0.7799064383251681	-3118.826895983874	"yedS_1"	0.6760863337912227	-3118.82689598387
"atoA"	0.7799580483580587	-3118.8268959838765	"dinD"	1.284945819755685	-3118.82689598387
"yibI"	0.7799936975192061	-3118.8268959838733	"parC"	0.3913918675601715	-3118.82689598387
"kdpB"	0.7800797151829071	-3118.826895983869	"ycgR"	1.3779050426726909	-3118.82689598387
"caiE"	0.780094852289236	-3118.8268959838615	"ydjX"	0.7315709857099504	-3118.82689598387
"yagJ"	0.7801991083197415	-3118.826895983876	"cpdA"	0.5403042302383926	-3118.82689598387
"mlc"	0.780365095991456	-3118.8268959838724	"yhiD"	1.3163767289208061	-3118.82689598387
"dsdA"	0.7805498818241076	-3118.826895983865	"yjfI"	1.2669991948888029	-3118.82689598387
"htpG"	0.7807667314687537	-3118.8268959838715	"yhhY"	0.6489360414410675	-3118.82689598387
"purA"	0.7808182124755003	-3118.8268959838765	"ebgA"	0.7075782034724961	-3118.82689598387
"yfgF"	0.7808548715335444	-3118.826895983876	"ygjJ"	0.8464078382055644	-3118.82689598387
"tdcE"	0.7808964646470608	-3118.826895983876	"lsrF"	0.8209305711072802	-3118.82689598387
"artP"	0.7810424799279547	-3118.8268959838624	"yqeI"	1.310076754940098	-3118.82689598387
"acnA"	0.7812296599834737	-3118.8268959838683	"yhgE"	0.7652521378591017	-3118.82689598387
"yceG"	0.7813582614903489	-3118.8268959838674	"yedJ"	0.571120218179619	-3118.82689598387
"tatA"	0.7815037856530623	-3118.826895983868	"yqeF"	0.6656081074813	-3118.82689598387
"yieK"	0.7816835214878151	-3118.826895983864	"chpS"	0.8449012758975452	-3118.82689598387
"yehR"	0.7816856905941929	-3118.826895983867	"yhfT"	0.5460551042596459	-3118.82689598387
"yhaI"	0.7817286511554102	-3118.8268959838656	"ygcP"	1.261153657638307	-3118.82689598387
"yzcX"	0.7817739919621794	-3118.8268959838665	"tmcA"	0.6065851911030439	-3118.82689598387
"ysgA"	0.7819514563274328	-3118.8268959838697	"nrdH"	1.1506239712156958	-3118.82689598387
"rpoH"	0.7819963434702486	-3118.826895983873	"ftsP"	0.4807960465273504	-3118.82689598387
"folP"	0.7820648361756412	-3118.8268959838656	"cbtA"	0.7914570530118203	-3118.82689598387
"fadH"	0.7820733904555053	-3118.8268959838715	"hslJ"	0.6386621692214935	-3118.82689598387
"bcp"	0.7820943483785192	-3118.8268959838674	"yicL"	0.5680111120193176	-3118.82689598387
"ssuD"	0.7821028687694175	-3118.826895983875	"ycjD"	0.6932447884845564	-3118.82689598387
"dadX"	0.7821744005534097	-3118.8268959838642	"yghF"	0.892890230926359	-3118.82689598387
"metJ"	0.7823298159341667	-3118.826895983864	"yiiS"	0.8523568924322477	-3118.82689598387
"yggX"	0.7826215474563841	-3118.826895983873	"baeS"	1.0005609887113258	-3118.82689598387
"hybD"	0.7826595842836258	-3118.8268959838697	"rplJ"	0.7874725401198606	-3118.82689598387
"gspF"	0.7827923524290162	-3118.826895983869	"yggU"	0.5866778033000881	-3118.82689598387
"udk"	0.7828416276817642	-3118.826895983875	"yeaL"	0.4961402934066941	-3118.82689598387
"fxsA"	0.7829723635626651	-3118.826895983869	"yggT"	0.5426314134880815	-3118.82689598387
"rcsB"	0.7830369276633615	-3118.8268959838742	"yeaO"	0.7657850767241543	-3118.82689598387
"acrA"	0.7831083131805653	-3118.826895983864	"ydaM"	1.0148779921783682	-3118.82689598387
"yohJ"	0.7831164637659235	-3118.826895983872	"yjbQ"	0.7889252115888572	-3118.82689598387
"deoD"	0.7833792401983448	-3118.826895983874	"gatR_2"	0.8667978942976763	-3118.82689598387
"fcl"	0.7834407971624608	-3118.8268959838656	"mnmG"	0.6184560377293845	-3118.82689598387
"ybgF"	0.783443317227421	-3118.8268959838697	"rpmH"	0.9709717435573308	-3118.82689598387
"yacC"	0.7835413251266192	-3118.8268959838692	"sdsP"	0.6285223479973323	-3118.82689598387
"rsmH"	0.7836360141295045	-3118.826895983872	"wcaJ"	0.9919744069518848	-3118.82689598387
"mdoD"	0.7838783860296115	-3118.826895983869	"ynaA"	1.158738263561069	-3118.82689598387
"yhjB"	0.7839963400976524	-3118.8268959838665	"insH-5"	0.8028282620595296	-3118.82689598387
"ybbD"	0.7841118179816312	-3118.826895983865	"pth"	0.5871287581642207	-3118.82689598387
"caiD"	0.7843614775074408	-3118.8268959838724	"yobA"	0.6584141286414547	-3118.82689598387
"recT"	0.7845721727826702	-3118.826895983865	"yncH"	1.3154025466923112	-3118.82689598387
"yieP"	0.7848382016816821	-3118.8268959838692	"tsaC"	0.552981204319732	-3118.82689598387
"gltS"	0.7849052056176813	-3118.8268959838683	"csrD"	0.530046186723021	-3118.82689598387
"murI"	0.7852656627634143	-3118.8268959838724	"ynfK"	0.7904829856445578	-3118.82689598387
"dedD"	0.7853727740521591	-3118.826895983874	"ychE_1"	1.0009986450353638	-3118.82689598387
"casD"	0.7857519149668846	-3118.8268959838715	"prmA"	0.47800714545018247	-3118.82689598387
"ubiB"	0.7860795695207371	-3118.8268959838665	"nanS"	1.0284081424755382	-3118.82689598387
"puuB"	0.7862644840223637	-3118.8268959838733	"ycfS"	0.6520802040772902	-3118.82689598387
"osmF"	0.7866870588648336	-3118.826895983873	"dmsD"	0.5330226256833871	-3118.82689598387
"dksA"	0.7866989907233581	-3118.8268959838647	"flgJ"	1.045707527127543	-3118.82689598387
"ydjJ"	0.7868705480314256	-3118.8268959838706	"yebZ"	0.6304912025607882	-3118.82689598387
"yghT"	0.7870475001833527	-3118.826895983865	"ygcG"	1.3743304269404994	-3118.82689598387
"ugpB"	0.7872619323281501	-3118.8268959838733	"ydfE"	0.8899805196790939	-3118.82689598387
"fdnG"	0.7874496379952447	-3118.826895983872	"rnc"	0.6628299280533587	-3118.82689598387
"rplJ"	0.7874725401198606	-3118.82689598387	"yfaA"	0.605939285121316	-3118.82689598387
"yaiA"	0.7876125066838916	-3118.826895983864	"dicB"	1.8299237202994272	-3118.82689598387
"yafV"	0.7876973628946617	-3118.826895983867	"yraJ"	1.6683940096171366	-3118.82689598387
"xylA"	0.7880409982575393	-3118.82689598387	"rplC"	1.0506663835409362	-3118.82689598387
"typA"	0.7882900127082334	-3118.826895983875	"rsxD"	0.8421314775388364	-3118.82689598387
"slyA"	0.7885630046391323	-3118.8268959838697	"ydhQ"	0.661685493401227	-3118.82689598387
"gltL"	0.7886660937997385	-3118.8268959838742	"mdtK"	0.5480729711389856	-3118.82689598387
"dcp"	0.7887603056138839	-3118.826895983868	"fliS"	1.3372507725737877	-3118.82689598387
"dnaA"	0.7888357075239253	-3118.826895983867	"yhcN"	1.4586372534446292	-3118.82689598387
"yfaT"	0.7888956636948031	-3118.8268959838733	"puuE"	0.7680273649308709	-3118.8268959838706
"yjbQ"	0.7889252115888572	-3118.82689598387	"amiC"	0.47548735491631505	-3118.8268959838706
"dapB"	0.7890917544341541	-3118.8268959838624	"yifB"	0.8726712209887547	-3118.8268959838706
"yhcG"	0.7891917506633157	-3118.8268959838697	"galP"	1.0070772040782845	-3118.8268959838706
"ydaT"	0.7892483283949168	-3118.8268959838647	"wcaI"	0.5799251760823148	-3118.8268959838706
"dedA"	0.7893466113355556	-3118.826895983886	"ydjE"	0.6171413741339526	-3118.8268959838706
"yebO"	0.7893620174589188	-3118.826895983863	"yidR"	0.8799571325152525	-3118.8268959838706
"argD"	0.7894451281736867	-3118.82689598387	"yhbP"	0.543368154544329	-3118.8268959838706
"ygaH"	0.7896772983538143	-3118.8268959838647	"ybfH"	0.8297209776865135	-3118.8268959838706
"yqhA"	0.7901426701887531	-3118.826895983868	"aas"	0.41716954041415766	-3118.8268959838706
"creA"	0.790282642964035	-3118.8268959838733	"yidI"	0.6624198293843059	-3118.8268959838706
"pphA"	0.7903732643526171	-3118.826895983873	"stfR"	0.6073349104931126	-3118.8268959838706
"ynfK"	0.7904829856445578	-3118.82689598387	"ispU"	0.8161501859294371	-3118.8268959838706
"asd"	0.7905910665107355	-3118.8268959838724	"pcnB"	0.6199937643029158	-3118.8268959838706
"bamD"	0.7910028709419725	-3118.826895983864	"yecM"	0.6091972073287071	-3118.8268959838706
"cbtA"	0.7914570530118203	-3118.82689598387	"hisH"	1.0039816043327223	-3118.8268959838706
"efeU_2"	0.7916929930864948	-3118.826895983871	"dcuA"	0.7942533069701342	-3118.8268959838706
"recC"	0.7917437797219867	-3118.826895983868	"ydcU"	0.6364978318948248	-3118.8268959838706
"ulaA"	0.7922434143174972	-3118.826895983876	"sapF"	0.5808750884199637	-3118.8268959838706
"nrfE"	0.7922565982633273	-3118.8268959838747	"rraA"	0.5496086174469824	-3118.8268959838706
"yhbY"	0.7923339413416299	-3118.8268959838674	"ribF"	0.554600117645491	-3118.8268959838706
"rmuC"	0.7925763548728445	-3118.8268959838756	"yfcQ"	0.6609547591311925	-3118.8268959838706
"rpmB"	0.7927157381360057	-3118.8268959838724	"truD"	0.6406406890422591	-3118.8268959838706
"mppA"	0.792810861629643	-3118.826895983868	"ftnA"	1.2846493321405448	-3118.8268959838706
"eutK"	0.7928298593207086	-3118.8268959838624	"eaeH"	1.2774407690064002	-3118.8268959838706
"pepT"	0.7928950611153632	-3118.826895983869	"yihR"	0.5034794807821958	-3118.8268959838706
"gsk"	0.7929514164189319	-3118.8268959838692	"ycjF"	0.686472097659	-3118.8268959838706
"hypD"	0.7930056170421115	-3118.8268959838642	"ycjY"	0.5852436650997852	-3118.8268959838706
"nrfA"	0.7930262439749384	-3118.826895983869	"mlaF"	0.7206547624791868	-3118.8268959838706
"caiF"	0.7933553673890166	-3118.826895983877	"malP"	0.9772949458455037	-3118.8268959838706
"yedK"	0.79398840992165	-3118.8268959838674	"spf"	1.760052813061716	-3118.8268959838706
"yeeY"	0.7940213069910455	-3118.8268959838642	"tatB"	0.6112979205503942	-3118.8268959838706
"rrsH"	0.7940598661188035	-3118.826895983862	"ykgC"	1.0256356551068888	-3118.8268959838706
"yfeC"	0.7940999423734191	-3118.8268959838647	"aroP"	1.0423729804693629	-3118.8268959838706
"mgsA"	0.7941206399015094	-3118.826895983874	"ydjJ"	0.7868705480314256	-3118.8268959838706
"dcuA"	0.7942533069701342	-3118.8268959838706	"wzb"	0.675838180974894	-3118.8268959838706
"ygdR"	0.7944094184012985	-3118.826895983877	"cysC"	1.1321551977016018	-3118.8268959838706
"zwf"	0.7944318831772726	-3118.8268959838747	"kch"	0.7089491261535865	-3118.8268959838706
"psuG"	0.7945910711890803	-3118.8268959838683	"nanK"	0.7313281825492833	-3118.8268959838706
"paaK"	0.7946793842410054	-3118.8268959838724	"degS"	0.7503685935460583	-3118.8268959838706
"flhB"	0.7948292947276581	-3118.826895983878	"vsr"	0.8406384807472693	-3118.8268959838706
"fadA"	0.7954850438456122	-3118.8268959838765	"ybgC"	0.7704030599183999	-3118.8268959838706
"yjeN"	0.7955671461500319	-3118.8268959838706	"pyrC"	0.958358968833737	-3118.8268959838706
"lpp"	0.7955908280193686	-3118.82689598388	"ydfI"	0.6058356599886084	-3118.8268959838706
"curA"	0.7956363904044603	-3118.8268959838697	"ybbL"	0.8189266974766354	-3118.8268959838706
"hrpA"	0.7956901104244524	-3118.8268959838756	"rplQ"	0.9884918541583702	-3118.8268959838706
"yhhS"	0.7957143282843157	-3118.8268959838683	"proW"	1.3989643652917791	-3118.8268959838706
"kefB"	0.7962140631475212	-3118.8268959838697	"rutC"	0.959608705209966	-3118.8268959838706
"yqfA"	0.796326813811587	-3118.826895983871	"modA"	0.8180663549586084	-3118.8268959838706
