"genes_rank_std"	"std_rank_std"	"r_rank_std"	"genes_rank_r, ""std_rank_r"	"r_rank_r"
"ribC"	0.6098544430381762	0.9939466734924653	"nhaB"	0.6019869555745855	0.9958917955187748
"yheT"	0.6098979538486429	0.99846754141442	"yihG"	0.8648659828834525	0.9958884293937301
"mntP"	0.6099830275387484	0.9860012335000352	"trmL"	0.6534611586118417	0.9958857316990004
"tatB"	0.6112979205503942	0.9964008068489663	"glyS"	0.571846373223867	0.9958842813282844
"pflD"	0.6115386230408405	0.9836742569386505	"bluR"	0.8432974495599146	0.9958814043906855
"agaR"	0.6118564540046124	0.9991214075269598	"rarD"	0.5779843185235441	0.9958770836525742
"ypeC"	0.6119227266438267	0.9869710033524922	"yfjL"	0.9310167945340432	0.9958764614235144
"ybhO"	0.6121209340988086	0.984887423793374	"nusA"	0.8237267987652036	0.9958764600272026
"iclR"	0.6121280125515043	0.9995385936934776	"ygiC"	0.5695756275332418	0.9958708710493387
"anmK"	0.6123260903205512	0.9734919447634515	"yfeZ"	0.43440315199423263	0.9958632757782353
"rdoA"	0.6124431984110923	0.9994969697839761	"yhdP"	0.37240743620091366	0.9958458166688254
"ascG"	0.6125115738102556	0.9836961644369276	"mtn"	0.4794117596217156	0.9958445773603923
"yhdV"	0.6128677598357727	0.9826551055680832	"ytjB"	0.6066455947853594	0.9958444114448182
"lgt"	0.6128712442401317	0.9926709620468616	"yeeA"	0.5054167587233299	0.9958408270889485
"ubiA"	0.612906107672631	0.999391656492294	"alaA"	0.9176435294410074	0.9958338572919332
"ypdE"	0.6131478690217702	0.9795918194863016	"yqeG"	1.0719914472533858	0.9958329945078618
"zupT"	0.6133302595885561	0.9772084561768152	"glnQ"	1.0780392717277483	0.9958309092617319
"metL"	0.613388193710776	0.9894825444894175	"yiaG"	1.5652676412452882	0.9958268318340474
"moaA"	0.6136674649521469	0.9937830751941227	"cmoB"	0.5764416723631051	0.9958227516591173
"napC"	0.6139549945519104	0.985743613303477	"ydfO"	1.1001458684749552	0.995820542571026
"lptG"	0.6141461557564174	0.9938574907196489	"ftsY"	0.8118306553445425	0.9958183205503722
"yeaE"	0.6142555139795101	0.9940717018071346	"udk"	0.7828416276817642	0.9958164258155502
"hisS"	0.6143206392378338	0.9889675761578768	"yieP"	0.7848382016816821	0.9958141392674243
"etp"	0.6145215664863914	0.9767801941649837	"slt"	0.6433809685511598	0.9957928468844567
"ybgI"	0.6146002202268478	0.9969157000578002	"yqiB"	0.3729487647020221	0.9957914231056141
"yidQ"	0.6147270432628064	0.9994339631637364	"glnH"	1.2526908607371805	0.9957901660639678
"hemL"	0.6149264036228456	0.9867355634596671	"narX"	0.5861162214402653	0.9957880275102355
"phoA"	0.6154191997009425	0.9956372386784992	"gltA"	1.7250754555659313	0.995787326492238
"ybhS"	0.6154805399854675	0.9821002786712439	"yidL"	0.5399001593043473	0.9957861720494585
"ydcZ"	0.6157276698139178	0.9959780817457817	"yeeN"	1.1029191770370763	0.9957838738939266
"pfkA"	0.6159039916915121	0.9977649475825459	"yjhB"	1.1575174078425428	0.9957827878561716
"ppiA"	0.6159094830980282	0.9966410936716676	"gltI"	1.0400089850229413	0.9957756583312484
"ydjA"	0.6162573072309995	0.9973803319010924	"abgT"	0.8042513612618453	0.995775453207917
"hyi"	0.6165334045549503	0.9926160714162586	"basR"	0.4288301165038977	0.9957737296897651
"ade"	0.6169838752383542	0.991175053121031	"uxaC"	0.5681762755127793	0.9957656337505695
"cybB"	0.617073847517022	0.9944375277963557	"bcsA"	0.6517348202421664	0.9957638809940478
"ydjE"	0.6171413741339526	0.9854485483430426	"gpt"	0.7998334669180915	0.9957610105650315
"holA"	0.6171746119204057	0.9908607976774695	"minE"	0.7447867473555456	0.995758824781954
"ftsK"	0.6172257194586042	0.9895189589757137	"ompX"	0.8142088422315855	0.9957570851431089
"ompR"	0.6174020706498519	0.9956857297868132	"creD"	0.47759888907307013	0.9957531306126736
"rsmE"	0.6174108100784762	0.9880803142912553	"ddpF"	0.5490011137456688	0.9957420187578557
"yeeZ"	0.6174888755044456	0.9996055970490632	"ycfH"	0.9676768850539623	0.9957343035493798
"ygbJ"	0.6176608118886359	0.9890994252452637	"betB"	1.226667957777202	0.9957240034357
"ynjC"	0.617793899309893	0.9896470261762795	"gntK"	0.8586388288179609	0.9957191614536613
"yfcS"	0.6178069435483834	0.9848883988799355	"rlmM"	0.5725323787818763	0.9957152590100156
"yhaH"	0.6179143810906395	0.9960993473162374	"waaP"	0.9280777680697947	0.995715105440781
"yfcC"	0.6179319875152716	0.9888380569952631	"lysA"	0.5733406991054409	0.9957108177274739
"cysE"	0.6179782356549409	0.9986983743255587	"uidC"	0.5718002864763992	0.9957092193331571
"rsxC"	0.6180796028748187	0.9962830977427103	"yhjV"	1.1716309807800125	0.9956984719493304
"fabR"	0.6181050941391161	0.9983879175110691	"yqgA"	0.595139181155468	0.9956953412485194
"hflK"	0.6182976899988122	0.9929360438719033	"serB"	0.47235004692619986	0.9956936707790042
"pgpC"	0.6184262496096778	0.9892139374352587	"rnlB"	1.1451110796553836	0.9956894276309082
"rodZ"	0.6184467024442695	0.9919634648566327	"ompR"	0.6174020706498519	0.9956857297868132
"mnmG"	0.6184560377293845	0.9978508812953115	"dctA"	1.0628712636923543	0.9956853578763758
"rlmG"	0.6185036451775686	0.9971188524632184	"yajR"	0.4114689945996337	0.9956847747853602
"amiB"	0.618798919320773	0.9996135411414708	"ygaM"	1.8065528641815407	0.9956832814143441
"trmH"	0.6190426221147772	0.9995622455426452	"yhjA"	0.7637053791388043	0.9956813046863837
"yohK"	0.6192650977732632	0.9963525276995329	"yedQ"	0.5636027032337754	0.995673869041648
"yliF"	0.6194068114716177	0.9864686242923275	"paaI"	0.5807997883244379	0.9956581899511483
"ychM"	0.619599438894707	0.9974019827434963	"nrfD"	0.5991026219242996	0.9956559863336049
"mdoC"	0.6196017187232865	0.9966483937391186	"mdtC"	0.39264037184592426	0.9956510543310785
"pcnB"	0.6199937643029158	0.9979847042605602	"fdoG"	1.4149506132590446	0.9956396162725901
"yfjY"	0.6202660005401822	0.9741805548256186	"ecpA"	0.743569671762619	0.9956380078080833
"gloA"	0.6203621874684517	0.992648583067099	"phoA"	0.6154191997009425	0.9956372386784992
"smf_1"	0.6206172450353624	0.9903417516244829	"ybjX"	1.0247344891077044	0.9956371714948049
"rlmI"	0.6208986143261751	0.9995973974618243	"lpxC"	0.8029416420183436	0.9956306752969997
"eutG"	0.620947257140573	0.9853175166771811	"ansA"	0.5887994317705025	0.995619188947268
"yjcC"	0.6212045554711891	0.9841972124088371	"gntT"	0.5751926556650255	0.9956130052723686
"agaV"	0.6212276521944116	0.990617238192946	"sdhA"	1.2211455424220596	0.9956096040287156
"ydcK"	0.621258468637211	0.989582292910065	"yibH"	0.6850505793077853	0.9955921534887051
"ygaV"	0.621419232048924	0.973344119267727	"folE"	0.9166238396218476	0.9955915589719053
"apaH"	0.621571292205136	0.9973876787256166	"yiiS"	0.8523568924322477	0.9955735527915308
"yfiM"	0.6216202653692673	0.9975026920622908	"yhcF"	0.9865372214308913	0.9955621885002314
"fur"	0.621690596982849	0.9926252705239895	"glpB"	1.2375312535472647	0.9955619331764736
"hemB"	0.6226650915144941	0.9720227236167237	"mscL"	0.8119181468971823	0.9955609207842145
"mltF"	0.6228182514735121	0.9802782674202982	"ulaE"	0.4507791482787674	0.9955500729436565
"yidB"	0.6228363794988834	0.99326454333031	"yjjP"	0.7338801708018824	0.9955468551258976
"hofQ"	0.6229691428440665	0.9814418557645957	"udp"	0.9996071826392419	0.9955414579634052
"mdtA"	0.623050459168694	0.9795114804800196	"cca"	0.4213584932045167	0.9955405665541193
"mlaE"	0.6233109680736382	0.9987560500230327	"ygeR"	0.3958948954331585	0.9955374003396691
"puuC"	0.6234597844369008	0.9914498871507158	"ariR"	1.5139314295246262	0.9955364024894454
"ccmD"	0.6235597834827522	0.9974641810438848	"gluQ"	0.5997159942096364	0.9955333833126508
"rfaE"	0.6235639320430874	0.9752737779245264	"aceA"	1.5942481338365153	0.9955263306187575
"bisC"	0.6240564698998535	0.986750537910047	"yjeH"	0.46463122946105584	0.9955259911577549
"ypfH"	0.6241148114303611	0.9871406117988556	"ycjZ"	0.7009167444592762	0.9955247099063963
"narV"	0.6241411282061624	0.994255976853163	"ynjD"	0.5939727365461934	0.9955163951080994
"dacC"	0.6242572207854789	0.9990043544380102	"ydaS"	1.1877142787158759	0.9955084132108479
"endA"	0.6243488424176606	0.9967831850932755	"rpoC"	0.8833906511644739	0.9955002590982716
"sfmH"	0.6244269439434061	0.994014750152394	"panD"	0.6095251093624323	0.995487296884409
"dxr"	0.6244421954520537	0.9843677440644433	"narW"	0.6811113883372577	0.9954867157261923
"lsrD"	0.6249514600957761	0.9898210127917695	"znuC"	0.8061172977902994	0.9954797044333522
"ydhO"	0.6252182586302655	0.9987248869208896	"borD"	1.628580812978016	0.9954787701531963
"ygjQ"	0.6256625791888833	0.980417996447697	"yqjD"	0.8907608156990829	0.9954783183938489
"setB"	0.6263560513862233	0.9725965421514547	"rssA"	0.5124220550635985	0.9954741920958501
"yaeF"	0.6270130496367645	0.9932581697285348	"fadR"	0.44285772362386217	0.995470431675745
"ypfG"	0.6272305346136746	0.977509945582452	"yfcD"	0.7304812967361974	0.9954700876762778
"argE"	0.6274462751949014	0.9984104430724541	"ydeU"	0.8861991921726066	0.995462492247598
"ppsR"	0.6275505377235737	0.9975678431527625	"rfaS"	1.4232200781055235	0.995460241226785
"ycjX"	0.6279637899946807	0.9964186141056427	"sfsA"	0.7715908848170261	0.9954552902482438
"ddpB"	0.6281423462958964	0.9923508294771247	"ycfJ"	0.8321734463508941	0.9954545336989618
"yfcP"	0.6281780980818527	0.972322671816348	"malT"	0.8706353471228867	0.9954471676450287
"aroH"	0.6282282129222121	0.9997354289222938	"ivy"	0.9243931211878734	0.9954426745228308
"xapR"	0.6283479555399376	0.9906962468793079	"mlaF"	0.7206547624791868	0.9954380110957404
"yehI"	0.6284461713065613	0.9792886625715413	"eco"	0.9322811548488349	0.9954348744164127
"sdsP"	0.6285223479973323	0.9834840034904869	"idnO"	0.6632716882463446	0.9954328742763795
"rsuA"	0.6286802730013665	0.9854534462807878	"mqsA"	1.0777799513548367	0.9954320819077254
"yaeQ"	0.6290413808449553	0.9896344155107161	"truC"	0.5456858537572542	0.9954198141530984
"allS"	0.6290572773329549	0.9709563980119303	"lolE"	0.4912984781263358	0.995416913741939
"rhsC"	0.6290921907824161	0.9926047829777418	"yjhH"	0.5805938903538396	0.9954002698979804
"ttcA"	0.6292891444280935	0.9986830094759908	"rhoL"	0.7044386084969045	0.995390189549306
"dsbB"	0.6292966969539121	0.9994135940249061	"mdtK"	0.5480729711389856	0.99537343686541
"hcaC"	0.6293908416014445	0.9936879086467202	"dps"	1.4831640294536874	0.9953642616922892
"paoC"	0.6299548138556421	0.991668775965586	"ynfL"	0.5578872325225596	0.9953631629373431
"phr"	0.6300156034941916	0.9931399154204648	"rimP"	1.0297924851129492	0.995356457624907
"ycgM"	0.630154111923901	0.9882882643084622	"metJ"	0.7823298159341667	0.9953451131311376
"yccT"	0.63016825234509	0.9784511470811013	"rraA"	0.5496086174469824	0.9953407739347214
"dacB"	0.63034348775382	0.9820728651245685	"cysP"	1.4158433718712076	0.9953323508104637
"ytfL"	0.6304565032882232	0.9908350816705993	"mlaA"	0.6825531213156542	0.9953290153002294
"yebZ"	0.6304912025607882	0.997467026171455	"yafY"	0.843929171602545	0.9953280401235736
"mog"	0.6305507938514229	0.9977111424275973	"yeaD"	1.020383784029308	0.9953263187171142
"emtA"	0.6305769804581575	0.9987324502551742	"zntR"	0.5888885014599784	0.9953164831350895
"tusC"	0.630865510553222	0.9990562242023312	"ptrA"	0.47116713682519545	0.9953146909445764
"clpS"	0.6310063940737175	0.9986848073169652	"yhhM"	0.6804290833498824	0.9953065910818547
"yrfF"	0.6311121998794053	0.9976647889003939	"ypeA"	0.4598404925393031	0.9953027850349526
"aslA"	0.6311930919009503	0.9952510477050673	"ybgC"	0.7704030599183999	0.9953020887797919
"sspA"	0.6313706011929985	0.993171108174161	"hcaE"	0.4967387039008901	0.9952980876639297
"ydhW"	0.6314141902945865	0.9967745194689052	"ydgA"	0.6603880537091978	0.9952878531666218
"torC"	0.6316264547839546	0.9819894864908126	"cnu"	0.8950214573874375	0.9952760199089827
"ftsX"	0.631874168949486	0.9982581596482127	"yegW"	0.6517774195883745	0.9952711846330237
"ybbY"	0.6319616418965913	0.9825242305319338	"aphA"	0.991737900499691	0.9952676333640023
"yihL"	0.6319800452677901	0.9989862784226368	"rsmC"	0.5399016145924663	0.9952538840980997
"yfiC"	0.6320797803306657	0.9708970595403857	"mlaC"	0.49354255739454456	0.9952533434898585
"ynjA"	0.632229329029448	0.9968206988759555	"ygfB"	0.6093387450140039	0.9952528941471216
"yjeP"	0.6327192706933183	0.9831492113503023	"aslA"	0.6311930919009503	0.9952510477050673
"prlF"	0.6327865724739585	0.9909242819510953	"fliG"	1.3552980836717072	0.9952488690362614
"ruvC"	0.6329509241901347	0.9986321410775402	"ahpC"	0.7196773142176565	0.9952488452876577
"yeiL"	0.6330026336352711	0.9860999582445821	"pstS"	0.9423447452576386	0.9952452188508886
"ycjV"	0.6334327895110142	0.9829088934572392	"ygaH"	0.7896772983538143	0.9952253172645541
"yjeF"	0.633563482130471	0.9929154703793598	"cmk"	0.9949820642190967	0.9952222008428948
"ribB"	0.6336329704488534	0.9979919980703186	"yhhN"	0.5598697966146379	0.9952141855473767
"yidE"	0.6336892741894582	0.9934707444258358	"nudK"	0.4521019046207524	0.9952124598336715
"bglH"	0.6340503110146662	0.9877553030735683	"hisF"	0.8812054780220445	0.9952122495342723
"ygiB"	0.6342920562973379	0.9931936946480353	"pabC"	0.521743887021782	0.9952106115079218
"yfgI"	0.6344847741968609	0.9793481551991344	"yaiA"	0.7876125066838916	0.9951908087056107
"cytR"	0.6347445489899082	0.9988883629502624	"recQ"	0.5645343823712443	0.995190736170932
"yheO"	0.6348132243985809	0.9865430496862704	"rnpA"	1.0556890789208753	0.9951883862908736
"dnaG"	0.6348138635472735	0.9973630650566786	"tmcA"	0.6065851911030439	0.9951871914734887
"hofN"	0.6348354577849135	0.9660577217958433	"glpG"	0.7337640229288293	0.995180741742966
"sbmA"	0.6350219002174098	0.9965008561802878	"ravA"	0.6488616483760459	0.9951744067970204
"yciM"	0.6352848964128369	0.9806448730895996	"nadE"	0.6969155468131667	0.9951717597316617
"ansP"	0.6353989299804667	0.9942844651926047	"yigM"	0.4975644054495193	0.9951503362548384
"pflA"	0.635511694056646	0.9985071687043153	"fimB"	1.514103618963109	0.9951386666844265
"tusA"	0.6356194983445308	0.9987045709765637	"ybiU"	0.5234822587059743	0.9951305101146912
"yhdE"	0.6356742542347678	0.9736883298795214	"dppB"	0.9776343372740898	0.9951065572558445
"fabI"	0.6356834694874849	0.9985460317909158	"lolB"	0.5224162452963024	0.9951015951426526
"yrdD"	0.6357760312767963	0.9970790985775131	"yceF"	0.8232190282615773	0.9950903167546249
"corA"	0.635882672223698	0.9990809594604905	"tufA"	0.496516026393437	0.995087026438243
"yjcD"	0.6362200675722572	0.9987387788785306	"lafU"	0.38890870859490306	0.9950849160096901
"folC"	0.6362550727575698	0.9861977170021087	"dnaN"	0.6423357569139233	0.9950800538644458
"ycdT"	0.6363051664585038	0.9889011320830892	"insN-1"	0.7782895920576194	0.9950751705660134
"eutR"	0.636422222898366	0.9679838636005561	"cbpA"	1.0333150096955264	0.995055054246654
"rsxA"	0.6364755243844444	0.9962064487398351	"yjjA"	0.49604929507436646	0.9950454892657954
"ydcU"	0.6364978318948248	0.9912806142964615	"napH"	0.8154290910872913	0.9950392776436596
"yhbW"	0.6367273691424398	0.9973864748943525	"clpB"	1.1627874454699505	0.9950271864036394
"yegQ"	0.6367792793547079	0.9991648463828274	"yicN"	0.4750980737714512	0.9950225082420054
"yciB"	0.6369407591997441	0.9962485284684856	"yigZ"	0.5031142034680605	0.9950211576717563
"prfH"	0.6369425381806307	0.9834801511143986	"selA"	0.6728260505346921	0.9950194751772654
"nepI"	0.6369773205147791	0.9963292698564508	"yibJ"	1.0460019432423735	0.9950164740528608
"luxS"	0.6373260962006626	0.989919433152794	"ybaK"	0.39270012647881564	0.9950140699547856
"ybiY"	0.6373407285714341	0.9881102700677342	"plsC"	0.4223601440682615	0.9950120683046969
"yghX_1"	0.6374519882512351	0.9745139217998466	"narQ"	0.5167122240803005	0.9950089183070531
"yebT"	0.6375556150107338	0.9926824986257622	"uidA"	0.5515549844224971	0.9950043732331
"yfeX"	0.6377163815172158	0.999437155944986	"erfK"	0.6764024840798235	0.9949995814261421
"yjbR"	0.637845709118533	0.9927852576151056	"ynfA"	0.6621470951525747	0.9949920119191867
"crp"	0.638244967616027	0.9787011858863937	"dadA"	1.1289740833308706	0.9949899838139811
"yeeS"	0.6384631155566529	0.9826290222681368	"yejF"	0.45903362748139664	0.9949859737010642
"hslJ"	0.6386621692214935	0.9930248035466591	"amyA"	0.8275599594779905	0.994985867995889
"yhaV"	0.6388222567375859	0.9913303890358044	"ldcC"	0.7308555591203385	0.9949832621741225
"potH"	0.638841912441131	0.9912992747954343	"bcsF"	0.9166221262933921	0.9949761883822185
"mtlA"	0.6391600828392546	0.9959998782514737	"cdh"	0.8037183275177129	0.994962842938934
"yqjI"	0.6393158195983359	0.9935939409626453	"yqeB"	0.7015919766082324	0.9949233963887417
"wzzE"	0.6394393443970413	0.9995364446363761	"cysD"	1.552877085523552	0.9949139380362652
"accA"	0.6395304486814516	0.9980978296350823	"rssB"	0.6667172759101556	0.9949127628026903
"ppiD"	0.639616199358757	0.9919930098730306	"recJ"	0.5707851136589773	0.9949121920648204
"yoeE"	0.6396581356236847	0.9937224809480981	"yejL"	0.750000742276729	0.9949068259532671
"fucR"	0.639803948752427	0.9946668160153564	"gadE"	2.1169184568416646	0.9949058437557261
"rsxG"	0.6399123113374361	0.9946201669911653	"fecR"	0.6092989461018858	0.9949048322832001
"infC"	0.6400876896023436	0.9652087807400932	"cysG"	0.5319353930300144	0.994899266115811
"gpp"	0.6401711777271406	0.9975543889289362	"frlR"	0.5416983994767235	0.9948984126665844
"fucO"	0.6402852183837038	0.9829197040156278	"ydjX"	0.7315709857099504	0.994896402414844
"ecpB"	0.6404375382320828	0.9804296613887472	"ydcH"	1.202212262730046	0.9948880095807551
"yhfX"	0.6405043952806271	0.9733145782635828	"yehW"	0.5366370868475427	0.9948877774978965
"truD"	0.6406406890422591	0.9835770662488322	"cyaA"	1.3235068150977356	0.9948821007935739
"ccmC"	0.6407024577296028	0.971149458935423	"ychN"	0.7283006255017258	0.994881187426518
"sgbE"	0.6407900609777304	0.9822587426646837	"uvrC"	0.477827587872138	0.994874600762653
"rcnB"	0.640806069719376	0.9976093134609921	"xanP"	0.7488314694480775	0.9948678507687279
"emrA"	0.6409629426550046	0.9974827290645644	"proQ"	0.8596827056056028	0.9948618228277034
"ybcF"	0.6412422864783747	0.9886485820220448	"mioC"	0.7723554307322573	0.9948558514376236
"yjjG"	0.6415758142123824	0.998243149088006	"btuF"	0.4495314003980118	0.9948521823471671
"argR"	0.6416132413525618	0.9926214227549194	"yhfA"	0.5357647513346433	0.994845433972939
"yfdP"	0.6417926941459365	0.973042997386035	"b1052"	1.0425276194269724	0.994835921633085
"rsmF"	0.6419416651668686	0.9819124765833236	"nlpD"	0.7226083375695679	0.9948261671232406
"ygaZ"	0.6421858150677944	0.9981428491413007	"yfaL"	0.7532593112386148	0.9948153677485
"dnaN"	0.6423357569139233	0.9950800538644458	"ypjC"	0.955148492336826	0.9948145092942489
"yqjH"	0.6423422210253495	0.9977565560784871	"tldD"	0.4460526539006864	0.9948139059052057
"bglX"	0.6424430876831935	0.9788659426804963	"potG"	0.7580160828960503	0.9948051973989219
"mpaA"	0.6425853807134132	0.9985404355084082	"hipA"	0.5879597708147654	0.9947890059287408
"yfjD"	0.6426556712535408	0.9686307498806694	"fau"	0.5539249579091946	0.9947885365517668
"mazE"	0.6429432950443105	0.9935574694299577	"rlmH"	0.828560568663704	0.9947780776161294
"yebK"	0.6432057977924863	0.9996094191217662	"osmE"	1.3201524849620987	0.9947777955846783
"slt"	0.6433809685511598	0.9957928468844567	"guaB"	1.0676600488062968	0.9947769822624108
"ddlB"	0.6434852630758479	0.9923477470156943	"yejH"	0.3404694593848278	0.9947740296301133
"hyfH"	0.6435075937288841	0.9742285336063683	"ymbA"	0.4784964048974897	0.9947671074730838
"arsR"	0.6435198926208242	0.9910581486709492	"ydhU"	0.5522699527906083	0.994764591427418
"gmk"	0.6435739242018843	0.9976404098594072	"queA"	0.6575009738968371	0.994755318677018
"aegA"	0.6435808577737594	0.997749485159616	"mdlB"	0.43132761527621327	0.9947520902093901
"modB"	0.6436165875006985	0.9929168536626869	"gyrA"	0.7789994583975042	0.9947517637545531
"yhhQ"	0.6436407020627042	0.9985334823204254	"dinD"	1.284945819755685	0.9947503462114784
"ygcO"	0.6437727676658532	0.9940224265892957	"yphB"	0.43548876201259806	0.9947497884020702
"ychE"	0.6443854672509517	0.9934185503278642	"yedR"	0.8192910545507146	0.9947473175571823
"abgR"	0.6446703995479213	0.987231933404229	"flgF"	1.8617159118256212	0.9947425756751129
"uspC"	0.6447245529005435	0.9974944472512229	"yodC"	1.3972306510171262	0.9947373123198869
"pdxA"	0.6448474075169617	0.985310893085558	"ugpE"	0.5740177209586126	0.9947339049915696
"bdcA"	0.6450093328426687	0.9943699238529852	"pheL"	1.6815395018630148	0.9947259353122566
"fixC"	0.6450310195481394	0.9836305876266048	"yfcF"	0.5026048383552313	0.9947162332470599
"ybeZ"	0.6450799822146679	0.9916228010369569	"bcsB"	0.7211882190957454	0.9946932430468429
"yeeJ"	0.6456337170647881	0.9907508216927243	"ybhL"	0.6955218643391278	0.9946909251365705
"tsaD"	0.6456504066670191	0.9925527982836034	"fucR"	0.639803948752427	0.9946668160153564
"paaJ"	0.6457998887644437	0.9986760945065146	"ilvM"	1.1015247718928494	0.9946548518215584
"yedI"	0.6458808438093546	0.9804476605800453	"dnaC"	0.5396822428250495	0.9946466066053343
"xanQ"	0.6459519529929869	0.9911717342214265	"yniC"	0.5767072875772201	0.9946448415137633
"fsaA"	0.646217295779913	0.9969711294219505	"efeB"	0.6739188030612768	0.9946411737434425
"apbE"	0.6463357129557693	0.980061578841677	"yncD"	0.7643556080365709	0.9946307852194659
"yneF"	0.6463413189437681	0.9944329619999469	"sgcC"	0.7180074351860443	0.9946257296878105
"yfeO"	0.6463788448297056	0.9871578275158067	"mreD"	0.7140878419964692	0.9946215002815865
"ubiE"	0.646848096391024	0.9936823514518585	"rsxG"	0.6399123113374361	0.9946201669911653
"nirC"	0.6468673764980907	0.9944593318553894	"psiE"	0.8221495340011655	0.9946185655002265
"hemC"	0.6469180786642582	0.996465099610479	"gntU_1"	0.8674924089372342	0.9946048785255067
"bcsE"	0.646925277550203	0.9993538195914787	"yniA"	1.2851584453578635	0.9946035449107369
"kdpC"	0.6469488312278365	0.9925145764384873	"csrD"	0.530046186723021	0.9946018270543566
"hcr"	0.6469959147672115	0.9909059178173065	"ydbD"	0.6850831757382331	0.9945992252936557
"erpA"	0.6470367398606013	0.9984828341444659	"yiiM"	0.464324029992238	0.9945907072642012
"uup"	0.6470621052078912	0.992511182904311	"mdtL"	0.6866519888055963	0.9945791674000215
"mazG"	0.6470894111871128	0.9936331941557276	"nrdA"	0.9906626110259132	0.9945713691832356
"caiB"	0.6474062453736241	0.986762293595007	"ubiF"	0.43282910827556126	0.9945667645120615
"ybfG"	0.6474954436352972	0.9852584623222737	"ygjR"	0.8276235768021372	0.994565946143113
"rob"	0.647543652675411	0.9977196901781201	"ybbN"	0.5536933360542108	0.9945643048253423
"ecpE"	0.6475491325491228	0.9786788184802295	"ypdA"	0.5762984258321461	0.9945617166210062
"pepE"	0.6477165278040544	0.9970029866472494	"idi"	0.8415954163372198	0.9945603991226144
"sapD"	0.6478608392368591	0.9988525547121296	"kefC"	0.7503736867855557	0.994559187660364
"ratB"	0.648457016537515	0.9986386328480813	"gspO"	0.6865673345301037	0.9945581107597823
"moaE"	0.6485226997177559	0.987030835609904	"marB"	0.7482730762879838	0.9945560062884442
"ttdT"	0.6486753661657086	0.9879194337950171	"hisP"	0.8197845477448635	0.9945544450504817
"ravA"	0.6488616483760459	0.9951744067970204	"paaF"	0.521908305602293	0.9945508440521128
"yhhY"	0.6489360414410675	0.9993731329825551	"ydjY"	0.6076710242276281	0.9945500548410667
"ulaG"	0.6489661653653106	0.9812591397084954	"ygiA"	1.1665625351591835	0.9945406488753287
"nagB"	0.6493355702662414	0.997574625780544	"yfcR"	0.5352326015895051	0.9945227969669324
"paaX"	0.6493463212918652	0.9993077135871977	"priA"	0.5110736315368387	0.9945213465841772
"cpsB"	0.6493675250570459	0.9902353256716545	"dosC"	0.8737291646995206	0.9945169671023222
"yebA"	0.6494641631908595	0.9937614565350128	"rnb"	0.8301373351736148	0.9945159321312028
"pstB"	0.6494763655532125	0.994027537909524	"yhhK"	0.5635105632234673	0.9945155553303759
"yafX"	0.649869591474817	0.9929535418928178	"yggC"	0.9049380107776951	0.9945143554004217
"ppdA"	0.6500229258958194	0.9812698696343576	"secM"	0.7618871204915808	0.9945121634949443
"ftsW"	0.650094155667985	0.9966465639189299	"caiA"	0.5152095532146419	0.9945113272526703
"ydhT"	0.6501579364399098	0.9944496473094552	"pyrL"	1.7417688445734374	0.9945085249586237
"yzfA"	0.6503146406795051	0.98237607903315	"bdcR"	0.6637265077178263	0.9945055099062045
"ilvA"	0.6504064346053162	0.9938926277525668	"yghZ"	0.760279044616864	0.9944962838783125
"mutT"	0.6505127000205273	0.978697597023452	"aqpZ"	0.5270033423256069	0.9944933497707211
"metC"	0.6517001055029232	0.9798918475108938	"puuP"	0.5426706171874331	0.9944926282670848
"bcsA"	0.6517348202421664	0.9957638809940478	"yedW"	0.6988788382204872	0.9944795471389832
"yegW"	0.6517774195883745	0.9952711846330237	"ydiT"	0.6081868670016403	0.9944750476642881
"ybeX"	0.651823382467359	0.9834610163737876	"tilS"	0.41718875767026387	0.9944651255342783
"glgX"	0.6520769796663858	0.998954176412017	"nirC"	0.6468673764980907	0.9944593318553894
"ycfS"	0.6520802040772902	0.9959937126265888	"yjcE"	0.5807894565487607	0.9944593261484771
"gsiB"	0.652125811318238	0.9968170088848923	"aas"	0.41716954041415766	0.9944505487911299
"fixB"	0.6521493582603937	0.986412356673046	"ydhT"	0.6501579364399098	0.9944496473094552
"umuC"	0.6522994920296441	0.9889323541713487	"ubiH"	0.4985363238222736	0.9944491819169389
"rsxB"	0.6533438980973807	0.9986051954645928	"cspA"	1.4465230608073985	0.9944432464617278
"atoB"	0.6533716132785236	0.9763036777324191	"cybB"	0.617073847517022	0.9944375277963557
"trmL"	0.6534611586118417	0.9958857316990004	"ycdY"	0.5382497312229861	0.994436906551224
"queE"	0.6539703089038124	0.9988810784595926	"yneF"	0.6463413189437681	0.9944329619999469
"araJ"	0.6550008514907992	0.9922877410767399	"mrcB"	0.432931414774239	0.9944327957217904
"ybiX"	0.6550068417427598	0.987133612859252	"hisA"	0.7535135395392164	0.9944263963705888
"rplL"	0.6551652568371756	0.9741245698407649	"rimL"	0.71863019625253	0.9944239264720891
"oxc"	0.6556432174083271	0.977013296105123	"glpX"	0.5330682041397253	0.9944110340756183
"dtpB"	0.6558843442136796	0.9959798555266841	"yjjX"	0.40495454417539684	0.9943946031053955
"rraB"	0.6560727775855784	0.9992220783908621	"yebF"	0.9193134916555081	0.9943944047732429
"tesB"	0.6561243225411622	0.9918090749000028	"frmB"	0.8396359596039111	0.994392807780956
